review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
zh_0936525,product_zh_0470820,reviewer_zh_0571458,1,实际上这本书就是一本教材，很坑爹说什么立体教材教辅什么的，买了完全没用还不如买一本通用的教材,没用,zh,book
zh_0877225,product_zh_0041605,reviewer_zh_0659605,1,自来水管下洗个手就进水，已罢工。全当买个教训，800+扔了，再也不买海鸥了。有图有真象。,进水,zh,watch
zh_0276803,product_zh_0009187,reviewer_zh_0993914,1,引用都超过三十页的书会怎么样？就是一篇综述性文章，也要出成书，而且印刷就和那种打印店复印的一样粗糙，实在是浪费钱,和技术搭边很少,zh,book
zh_0223831,product_zh_0084405,reviewer_zh_0024661,1,东西刚收到就发现降价了 还不能退 无比的恶心 一星都不想给,价格忽高忽低请别上当,zh,beauty
zh_0489862,product_zh_0934243,reviewer_zh_0739266,1,超级大，178/95kg穿着感觉都是大2个码，服了,太大了,zh,apparel
zh_0879465,product_zh_0257640,reviewer_zh_0304921,1,垃圾货，包装是很烂的纸板，灯稍稍一转就盖子掉下来。手指试了下，所谓旋风，没一丝感觉,不是一般差,zh,kitchen
zh_0403452,product_zh_0835683,reviewer_zh_0708223,1,东西很好，但是服务态度很渣，客服完全就是爱理不理，建议大家去京东买，哪里买不一样，价格都差不多，买的是服务；,送达日期: 后天(7月26日)–下周六(8月1日)，请即刻下单并选择“快递送货上门”。,zh,book
zh_0644133,product_zh_0143986,reviewer_zh_0270700,1,淘宝一样的东西买399元，他们买699元我买了一个，什么意思啊？,价格欺诈！,zh,kitchen
zh_0272399,product_zh_0962436,reviewer_zh_0858234,1,完全没有达到事业单位2015年度会计专业考试的难度。按照这个复习，真心害人啊。,坑人啊,zh,book
zh_0697021,product_zh_0813204,reviewer_zh_0851351,1,这次买的穿了2小时居然断层了…不知道是不是批次原因，每次买纸尿裤都是一次好一次坏,断层,zh,drugstore
zh_0066580,product_zh_0161227,reviewer_zh_0621804,1,垃圾裤子，建议别买，拿到就是起球的，旧裤子,垃圾裤子,zh,apparel
zh_0716700,product_zh_0108858,reviewer_zh_0574120,1,打开包装膜，没有完形填空，请解决一下！！！！！,发错货了！！！里面没有完形填空这本书！！,zh,book
zh_0235269,product_zh_0301448,reviewer_zh_0909458,1,这本书质量有问题，中间有16页全部是坏的，全是皱的，还有几个大洞，我怀疑是旧书！ 我希望卖家有答复！,书质量有问题,zh,book
zh_0843297,product_zh_0711098,reviewer_zh_0892753,1,我认为本书是盗版的 出现很多别字 没有课后问题 没有参考书目 没有大事年表,差评,zh,book
zh_0557958,product_zh_0334151,reviewer_zh_0964607,1,哪有用了几天就断了的伞？？？这么一把好伞，我倒是真的很喜欢这把伞，但是尼玛用几天就断了搞个毛线啊！,伞是好伞！但是,zh,home
zh_0038576,product_zh_0265568,reviewer_zh_0625056,1,内心真的是崩溃的，从来没遇到这种情况，刚拿到书的时候破了好多，好不容易联系上卖家给换，结果一直等不到寄回来的快递，幸好我有快递单号，自己百度的快递电话发现卖家没留本人的电话，也没有寄件人的任何信息，所以快递一直滞留。这种服务不想再经历第二次,书是破的，换了之后卖家寄快递居然不留本人的电话，也不留寄件人的任何信息，导致快递被滞,zh,book
zh_0573924,product_zh_0053322,reviewer_zh_0419556,1,亚马逊也越发省事了，三本书包装只有一面有泡泡膜，外面一层塑料袋，这本书在中间，想来应该是发货时就是残次品，纸张也很粗糙，不知是原版就这样还是其他原因，反正以后不会再这里买书了。,书皮变形,zh,book
zh_0229318,product_zh_0335525,reviewer_zh_0083094,1,给老家父母买的，买完没打开包装就给家人带走了，可是可是他们一直都没能用上，打电话接听根本就没有声音，时间长了也没法再退了。有遇到这样问题的吗？急需解答！！！！,无法接听---没有声音,zh,wireless
zh_0584264,product_zh_0146932,reviewer_zh_0633042,1,垃圾垃圾垃圾亚马逊，鼓励中国同胞兄弟们都一起抵制亚马逊，服务态度非常非常恶劣，客服人员忽悠中国消费者，维权没有任何保障。打着进口名号卖国产品牌的东西，昧着良心做事难度就没有部门监管吗,亚马逊忽悠中国消费者,zh,home
zh_0524275,product_zh_0590055,reviewer_zh_0454436,1,作为松下品牌，灯具地线也没有，打电话给客服，没有任何的回复，失望，大家不要买,没有地线,zh,home_improvement
zh_0835618,product_zh_0981338,reviewer_zh_0846487,1,超级投诉！ 打算315投诉消协！无任何发货信息，要求退款也没有动静！夸张的离谱！亚马逊倒是联系两次，都没有结果！亚马逊慎购！,投诉！,zh,grocery
zh_0744678,product_zh_0996300,reviewer_zh_0983687,1,这是一次最悲催的一次网上购物，该商品有严重的质量问题！尺码严重偏小，最为严重的是面料有很大的化学刺激味道！闻了以后头痛的厉害！我洗了三遍味道依然还是很严重！这样的黑心商家也彻底颠覆了我对亚马逊网上购物平台的信任！！！,改商品有严重的质量问题！！！,zh,kitchen
zh_0758319,product_zh_0817438,reviewer_zh_0594705,1,有点hao了，总之是快过期的感觉 特价食品，以后小心,不好,zh,grocery
zh_0020612,product_zh_0248873,reviewer_zh_0116923,1,亚马逊是个很不诚信、没有作为的商家！！！我的一个订单1月16日下单，今天是3月8日，已经2个月了，不但没有发货，而且要求我申请退款，开始说补贴我10元，后面又说补贴30元消费券，难道一个买家急用的商品等待2个月希望得到的是这样的答复吗？从1月到目前电话联系不止10次，开始都是说很快就会发货，后面反而说本来就没货，要我退款，而且把责任推给消费者！亚马逊的主管说了，之前的电话客服说话都不算，只有她唯一能代表亚马逊，其他的客服他们公司会内部处理的，并要我退款！请问这样的商家值得大家信任吗？还号称全球最大的电子商务公司，我看是炒作成分过多！！！,亚马逊是个很不诚信、没有作为的商家！！！希望大家擦亮眼睛！！！,zh,grocery
zh_0606806,product_zh_0904824,reviewer_zh_0642325,1,超级烂书，我要求退订，一星都不够，完全的拼凑的东西，很多概念性的东西都是扯淡的,太烂,zh,digital_ebook_purchase
zh_0169843,product_zh_0261128,reviewer_zh_0767677,1,印刷极差，多处漏印。感觉就像盗版作品！江苏凤凰文艺出版社太差了,这么差的印刷质量也能堂而皇之的拿出来？,zh,book
zh_0752744,product_zh_0552977,reviewer_zh_0240503,1,快递慢的要死，更重要的是，图书还是盗版的，纸张差的要死，字迹模糊，之前从图书馆借的一本，拿来一比对，呵呵，瞬间对亚马逊失望透顶，，正在联系客服维权,盗版图书,zh,book
zh_0643206,product_zh_0741998,reviewer_zh_0089179,1,差评给快递， 非常暴力， 书本四个角全部损坏,快递很差,zh,book
zh_0546120,product_zh_0277317,reviewer_zh_0548318,1,一点也不实用，讲的全是菜品的成本构成，没有一点实际的会计核算操作，都是什么开店选址，菜品的选择啊，适合开餐馆的人群看,不适用,zh,book
zh_0315991,product_zh_0537648,reviewer_zh_0696030,1,换掉电池之后，手机充电的时候打不开，一直过一下震动一下。开机时开机不了了！请问卖家应该怎么办？,换掉电池之后，手机充电的时候打不开，一直过一下震动一下。开机时开机不了了！请问卖家应,zh,other
zh_0452236,product_zh_0299696,reviewer_zh_0118794,1,我前一段买的显示器，可是这几天屏幕不稳定,质量问题,zh,electronics
zh_0648535,product_zh_0300117,reviewer_zh_0345345,1,卖家脑子有问题，包装已被拆开，骗子会遭到报应的！,二,zh,drugstore
zh_0796969,product_zh_0686369,reviewer_zh_0129269,1,非常差，骗人的东西，差差差差差差⋯差，直接是垃圾产品！,垃圾产品,zh,toy
zh_0835785,product_zh_0510553,reviewer_zh_0862983,1,假冒伪劣 用的马皮 有工业化学物质的味道 吃起来恶心,假货,zh,drugstore
zh_0472923,product_zh_0948504,reviewer_zh_0431352,1,虽然不影响阅读，但刚买的新书壳就是坏的，感觉自己60多花的不值,尴尬,zh,book
zh_0441325,product_zh_0029906,reviewer_zh_0675800,1,这个就是无用的东西！毫无意义对蚊子没有作用,没什么用处,zh,drugstore
zh_0267384,product_zh_0122617,reviewer_zh_0047698,1,书肯定是好书，快递让人无语，申通的转运，就一个塑料袋包着，里面书都挤扁了，挤破了，到了也不通知我，也不打电话，就丢到菜鸟驿站，三天后我打电话问才知道，态度恶劣，就让我自己去找，我也真是服了,亚马逊，你再这么快递送书你就完了,zh,book
zh_0668797,product_zh_0946969,reviewer_zh_0129606,1,使用说明上说开封后保质期只有六个月，可我觉得我收到的是被开封过的，没有任何包装，瓶口有油渍，直接就拧开了，丝毫看不出没开封算是什么状态,收到的已经被开封了,zh,beauty
zh_0795141,product_zh_0008674,reviewer_zh_0260779,1,是比较厚，给爸爸买的，他骑车很辛苦，可是这么厚保暖效果确不好，洗了以后还严重变形，以后不会再买第三方的货了，评论全是“托”，后悔死了，让我妈还把我数落了好久，失败的一次网购,第三方的购物不靠谱,zh,apparel
zh_0792000,product_zh_0383219,reviewer_zh_0016320,1,给我发第一次是二手货 申请换货 第二次发来还是拆封过的 完全没有新机的味道 背部贴膜还有毛发在里面 原来二手东现在二手亚,两次发来都是二手货 背部贴膜都有毛发,zh,wireless
zh_0889009,product_zh_0179436,reviewer_zh_0938060,1,为什么不让退货？我没穿，没试。味道太大了，缝合处实在是太粗糙了，而且太薄了，会凸点的。不建议购买,为什么不接受退货,zh,apparel
zh_0027840,product_zh_0011533,reviewer_zh_0420338,1,极其不推荐家长购买。不适合任何年龄阶段的儿童阅读。 内容很不合理，逻辑不严谨，传达出来的思想不利于儿童身心的健康成长。,极其不推荐,zh,book
zh_0930624,product_zh_0220387,reviewer_zh_0929008,1,每次都这样。全套8册。又被坑了买半部！还不便宜，1-4册特价还15.99元。,一星只针对亚马逊！,zh,digital_ebook_purchase
zh_0274683,product_zh_0802628,reviewer_zh_0869376,1,最后一次在亚马逊买东西。买的红酒自动退款，买的书这么重，快递不送上门。,卸载亚马逊,zh,digital_ebook_purchase
zh_0400550,product_zh_0831298,reviewer_zh_0242369,1,很一般，保护壳与手机并不是很贴合，手机放进去后，保护壳的硬部分与软部分会产生较大的缝隙。,有缝隙,zh,wireless
zh_0518401,product_zh_0071655,reviewer_zh_0865322,1,明明可以以秒杀价加入购物车，可在结算中心提交订单时一直通不过😓,订单通不过,zh,kitchen
zh_0916413,product_zh_0152106,reviewer_zh_0870819,1,暴风魔镜耍流氓，1月魔眼订单取消，到现在也不退款。,暴风魔镜耍流氓，1月魔眼订单取消，到现在也不退款。,zh,digital_ebook_purchase
zh_0885054,product_zh_0001810,reviewer_zh_0613247,1,希望写真实的评论，不要毒害后来的人，谢谢,刷的牙齿疼,zh,beauty
zh_0298622,product_zh_0663897,reviewer_zh_0669685,1,一个月不到 就穿了几次 就到处脱胶了 绝对假货 良心评论,假货,zh,shoes
zh_0292079,product_zh_0829547,reviewer_zh_0769759,1,超级强，哪有腰带是怎么硬的！太垃圾了！还是国外的呢！！！！我才买来2天啊！！,太垃圾了！很强，很容易裂开！尤其是边边上！,zh,apparel
zh_0172841,product_zh_0641172,reviewer_zh_0898267,2,不满意，将近300的皮带，是这个样子的？有划痕！有污渍！,有划痕，有污渍,zh,apparel
zh_0602450,product_zh_0315478,reviewer_zh_0152812,2,没有重量 还以为是金属外壳 才发现是塑料,质感一点都不好,zh,other
zh_0639748,product_zh_0230455,reviewer_zh_0119936,2,吃货狗不爱吃，估计是有什么狗狗不喜欢的成分在里面,吃货狗不爱吃,zh,drugstore
zh_0885819,product_zh_0640628,reviewer_zh_0966805,2,书是很棒了，毕竟等了那么久的电子版。 但是中间的低级错误太多了。错别字和本编排错误。 那些文学大家的名字错误的最多。 希望可以改善,kindle版排版错误太多了。,zh,digital_ebook_purchase
zh_0525636,product_zh_0821479,reviewer_zh_0609182,2,还可以，就是太简单了，很多重要的内容都没有。,内容太少,zh,book
zh_0298875,product_zh_0624227,reviewer_zh_0363962,2,读到一半左右往后，印刷看上去很费劲，像是缺墨一样，伤眼睛。,鉴定完毕-这家出版不值得买,zh,book
zh_0546988,product_zh_0017179,reviewer_zh_0981975,2,以为可以媲美东野圭吾，不过是我的一厢情愿。故事很长，到中部已经扣不住人心，再看下去纯属想知道结局，没有倒吸一口冷气的那种震撼。,以为可以媲美东野圭吾,zh,book
zh_0817711,product_zh_0673611,reviewer_zh_0087680,2,"生产日期竟然是15年9月的!!? 我是16年6月全价无折扣购买的. 收到货就已经过了9个月的生产日期!!! 这可是食品! 食品生产日期这么久的, 亚马逊应该低价促销处理吧?!",生产日期竟然是15年9月的,zh,grocery
zh_0366738,product_zh_0133436,reviewer_zh_0888840,2,原以为是作者的论述，买来后发现无非是白话翻译了一下《孟子》，毫无新意，上当了。看来网络买书还得慎重。好在钱不多。,一般,zh,book
zh_0402631,product_zh_0449722,reviewer_zh_0229842,2,买回来发现是香港插头 国内不能直接用 请问为什么不在商品详情上写清楚呢 打客户电话的回馈也是要么退货也么就自己去买一个 我是很郁闷 亚马逊什么时候这么不以用户体验为中心了 货就不退了不然还得重新买耽误时间,插头不是国内标准插头,zh,home
zh_0533550,product_zh_0783102,reviewer_zh_0442250,2,在亚马逊买了这么多次书，第一次体验特别差。这本书已经压皱了，而且封皮上还有许多土，你们的仓库是有多脏啊，边角磨损什么的，就当我没看见吧。不说了，还要去用电熨斗把书烫平呢。,压皱了压皱了,zh,book
zh_0072191,product_zh_0877345,reviewer_zh_0477280,2,不知道这本书怎么被炒得那么火 看了几章真是看不下去 后悔花钱买了 文笔和中心思想看的简直是费神 高分是哪里来的？,非常一般,zh,digital_ebook_purchase
zh_0528024,product_zh_0756451,reviewer_zh_0472066,2,一个字！撇！哺乳期乳房下垂、需要呵护！你倒是把呵护办法写出来啊！,谨慎选择,zh,book
zh_0550826,product_zh_0103940,reviewer_zh_0510547,2,挺棒的，。真的！第一次在亚马逊买东西，很满意！,很好的一次网购,zh,apparel
zh_0383990,product_zh_0248101,reviewer_zh_0646763,2,用了还不到一年，突然坏了，按键没反应了。后几个月已经开始冲力变小，充满电也没用,用了还不到一年，突然坏了，按键没反应了。,zh,drugstore
zh_0531262,product_zh_0294455,reviewer_zh_0405402,2,这个腰至少是国内36尺码的人穿的。。。可我买的是32W的,太TM大了。没法退。,zh,apparel
zh_0734544,product_zh_0095284,reviewer_zh_0161174,2,漏尿，手感较粗糙，码数偏小，而且纸尿裤背面有不明物体，怀疑不是正品！,爸爸的选择纸尿裤评论,zh,baby_product
zh_0337183,product_zh_0715489,reviewer_zh_0352137,2,这个版本的翻译，实在让人难以下咽，而且编辑也有问题，语序错乱。,翻译让人无法读下去,zh,digital_ebook_purchase
zh_0379338,product_zh_0892979,reviewer_zh_0191190,2,讲的太简略。随便了解一下还可以。真要是写程序的时候参考根本不够用。,确实不怎么样,zh,digital_ebook_purchase
zh_0148035,product_zh_0929615,reviewer_zh_0593950,2,我真是越来越不喜欢这种书信类单方面倾诉的文体了，感觉像是完全沉浸在自我之中将一切不满积蓄文中按捺不住地爆发出来一般。说的难听点就是过于琐碎。,没有期待中的那般好看,zh,digital_ebook_purchase
zh_0756388,product_zh_0451718,reviewer_zh_0089893,2,鞋子挺好，价格实惠，质量上乘，正品无疑！唯一遗憾的是没有鞋垫，怪不得价格如此便宜！国内网购平台ECCO专营店买一双biom的鞋垫少则100多，这样下来相比于国内促销不到一千鞋子价格也就没有什么性价比！联系客服退回来了20%鞋款，算是聊以安慰！看来不管什么东西，最后一件绝对不能买！,整体优良，价格低于400值得购买！,zh,shoes
zh_0060451,product_zh_0254434,reviewer_zh_0261766,2,尺码偏小，布料一般。懒得退换，也不喜欢穿，等下次收拾衣柜的时候就扔了。,东西差,zh,apparel
zh_0218914,product_zh_0782490,reviewer_zh_0618558,2,本来在某东和亚马逊犹豫的，某东的便宜点，但很多评论反应是2014年的，所以一看这里写着上架时间是2015年，果断就在这儿买了，贵点也认了。但是—— 这里为什么也是2014年的？ 那个上架时间是逗我玩吗？ 非常失望！ 另，亚马逊评论少的问题，是诚心的吧……貌似亚马逊也不想改善……作为网购的消费者，只想说“呵呵”，网购需谨慎，尤其是评论少，无网友晒图，全凭电商一张嘴的东东……,东西没问题，就是生产日期嘛……,zh,grocery
zh_0709673,product_zh_0784596,reviewer_zh_0832775,2,刚开始一直开不了，要按压的时间长一点才行。而且我妈现在说，有会自动灭火的情况，再研究…,一般,zh,other
zh_0665459,product_zh_0598788,reviewer_zh_0663620,2,缺了23、24两页！！而且后面的摹写纸还皱了！！！！！！！！！！！！！！,缺页缺页！,zh,book
zh_0249141,product_zh_0392354,reviewer_zh_0869969,2,很好的一个充电宝，容量大，质量好，能充好几次呢！携带方便。,方便,zh,wireless
zh_0146927,product_zh_0752064,reviewer_zh_0162739,2,很久后才看 只有背景音 还时大时小 完全无前景音 好多优美的歌曲听不到 忘了是否有字幕 因为故事有趣 就这样的片子居然还看了好几遍 服了,无语了,zh,book
zh_0905619,product_zh_0586837,reviewer_zh_0150751,2,便宜是比较便宜，但如果真心是做瑜伽用的话不推荐购买这一款,异味很重，摸上去黏糊糊的,zh,sports
zh_0649614,product_zh_0434197,reviewer_zh_0125112,2,还有半年就过期了，1360g，这得什么速度吃呢！,有效期时间太短了,zh,grocery
zh_0600969,product_zh_0161817,reviewer_zh_0815560,2,不知道怎么回事，我买的是点子书，只看了几页，后面就打不开了。 但还是给2星，因为在亚马逊购物一直很愉快，此类事很少。,后面打不开,zh,digital_ebook_purchase
zh_0854040,product_zh_0268681,reviewer_zh_0955280,2,黑五的那天购入，等了10天才发货，再等8天才到我手上，收到时候的价格比黑五那天妥妥的便宜了230余元？黑五的时候买，意义何在？,黑五的卖价比平日高230+元,zh,home
zh_0120700,product_zh_0751251,reviewer_zh_0302790,2,图片涉嫌误导，实物非常小，宽最多两厘米，长度倒是够，可是孔洞又太少，且只有一个孔洞有处理过。 这个价钱和关税等费用一点都不值得。,小的可怜,zh,shoes
zh_0372680,product_zh_0514902,reviewer_zh_0398683,2,内容写得通俗易懂还有小案例，但是觉得有点笼统，没有达到自己期望,怪癖心理学,zh,book
zh_0394303,product_zh_0245318,reviewer_zh_0530234,2,本人购买的柏林广场1，在使用过程中发现，这本书缺少第10和11课，少了十多页，强烈要求换货！！！,书本内容错乱,zh,book
zh_0219463,product_zh_0008640,reviewer_zh_0425378,2,一打开包装就看见了破烂的包装书皮，给人一种二手货的感觉。不开心。,书皮破,zh,book
zh_0354333,product_zh_0719941,reviewer_zh_0978503,2,才翻到第二章，翻译非常糟糕，而且严重影响了原本的意思： 比如去中心化app的好处 =》 写成了 中心化app的好处 还有些逻辑上的翻译错误这里不打字了。 看了下版次，第一版第一次印刷，但是这翻译和校对太敷衍了。,翻译非常差,zh,book
zh_0132656,product_zh_0084346,reviewer_zh_0880715,2,数的质量好差，直接开裂了，内容还没有看。,书质量差,zh,book
zh_0042924,product_zh_0099092,reviewer_zh_0400032,2,做工粗糙，用材简陋，连usb口都是塑料的，很容易损坏，usb口推拉也很不容易，作为一个大厂出品的U盘不怎么样。 速度还可以。,比较不满意的商品。,zh,pc
zh_0496745,product_zh_0743742,reviewer_zh_0980385,2,5月5日下订单，今年5月29日了，还没有发货！！！！！！！！！！！！！！,5月5日下订单，今年5月29日了，还没有发货！！！！！！！！！！！！！！,zh,other
zh_0461730,product_zh_0691787,reviewer_zh_0489904,2,8月29下单到现在还没有发货，亚马逊是怎么了？,亚马逊怎么了？,zh,automotive
zh_0400074,product_zh_0325362,reviewer_zh_0162831,2,说是教科书，没有成体系的框架； 说是实战书，没有建设性的方案。,不伦不类,zh,book
zh_0643499,product_zh_0974064,reviewer_zh_0649088,2,里面人物画得很卡通，但是不对做法有实质性指导意义。,看起来像漫画书，没有实质作用,zh,book
zh_0875780,product_zh_0293016,reviewer_zh_0295661,2,穿着合适。鞋底厚度比我想的厚了些。夹脚的地方有点硬。价格超值。我平时凉鞋穿35的。,还可以。,zh,shoes
zh_0714513,product_zh_0173742,reviewer_zh_0812996,2,看标题的时候觉得很吸引，看完之后觉得没什么特别,不觉得很值得买,zh,digital_ebook_purchase
zh_0815895,product_zh_0757272,reviewer_zh_0192073,2,前面还不错，很快就进入全是在说英文语法的章节了，这又不是工具书，有没有头！枯燥的快读不下去了。,这是一本英文语法书,zh,digital_ebook_purchase
zh_0798178,product_zh_0108958,reviewer_zh_0203564,2,买了东西两天后（完完整整的49个小时）才发货，完全没有渠道问一下是什么情况。收到后拆封发现里面连个塑料袋都不套，怕了，真差劲，等安装吧，安装的时候看看货物情况,购物体验好差,zh,other
zh_0346055,product_zh_0357108,reviewer_zh_0344719,2,我不知道为什么漏水漏奶，真的很不好用，差评,差评,zh,baby_product
zh_0223121,product_zh_0017564,reviewer_zh_0915274,2,材质、设计的初衷都不错，也许正品也不错。可惜到手这货背面和侧边都有破损，皮质和金属的胶水也已经开裂。,多处破损开胶,zh,apparel
zh_0712448,product_zh_0154725,reviewer_zh_0574246,2,用了两个月，已经报废了，价格低的东西真的没有好东西吗,0000,zh,wireless
zh_0041008,product_zh_0930497,reviewer_zh_0163989,2,收到书之后按照步骤去学，发现没有配套的素材😂,没有素材啊,zh,book
zh_0216968,product_zh_0985336,reviewer_zh_0141881,2,矬是弯的，每次打开合上都会磨主刀。镊子两头不一样长，夹个小东西那个费劲啊。,质量差,zh,sports
zh_0098108,product_zh_0686938,reviewer_zh_0806553,2,原以为爱伦坡的侦探小说有多精彩呢 看了一半真是失望至极 好几个短篇内容雷同不说 各种废话细节描写太多了 不知道怎么归入悬疑小说系列的,不喜欢,zh,digital_ebook_purchase
zh_0228214,product_zh_0632524,reviewer_zh_0560170,2,浓浓的豆瓣风。对于长期混豆瓣和知乎的人来说，对这本书实在是无感。以上个人观点。,浓浓的豆瓣风,zh,book
zh_0827991,product_zh_0952549,reviewer_zh_0474049,2,哎呀，怎么办，净化器工作的时候或许空气有好点，但也散发出机器的味道，其次打开时灯光基本是红色然后转绿色，然后基本没变，似乎空气中的汽油味过滤不掉,净化器工作是也散发机器运作的味道,zh,kitchen
zh_0538605,product_zh_0450964,reviewer_zh_0308547,2,按照标的尺寸，根本没法穿。衣服质量也不好，线头特别多。棉含量一半，很薄。,质量不好,zh,apparel
zh_0058377,product_zh_0844269,reviewer_zh_0147530,2,理论性太强，不适合普通工薪阶层读。没有那么多闲钱去实践,不喜欢，都是理论，读不懂，不能应用到实践！,zh,book
zh_0604099,product_zh_0566882,reviewer_zh_0646688,2,从哪里调来的货，外包装破损，两年的压库货，好在不影响用，对付了。,货是快两年了的，烦心,zh,automotive
zh_0138430,product_zh_0856306,reviewer_zh_0214272,2,神一样的逻辑，语言，幽默，常人不能理解这本书的意义,一般的作品,zh,digital_ebook_purchase
zh_0854553,product_zh_0077820,reviewer_zh_0000595,2,鞋型很窄，37码脚穿Uk 5宽度刚好，但是鞋头长了不少，皮子很硬，鞋帮卡在脚踝那里，走起路来很不舒服，鞋面有不明黏性污渍，做工粗糙，要不是海外购退货麻烦，我是一定要退货的。,不建议购买,zh,shoes
zh_0087404,product_zh_0707471,reviewer_zh_0589776,2,翻开最后一页，不是索引，而是出版社广告。索引都不给还怎么作参考书？现在我只好自己印了索引夹在后面。 前面前言序言也被吃了。目录也重新排的。 还不如自己下盗版的印。,没有索引。毁了这么好的书,zh,book
zh_0832325,product_zh_0095984,reviewer_zh_0625186,3,额……只能说一分钱一分货吧。不过像我们这种长得矮的，裤子穿上裆都到大腿了，你造吗！裤子仔细看的话左裤脚没缝齐。,一分钱，一分货。,zh,apparel
zh_0360479,product_zh_0789565,reviewer_zh_0308227,3,手机挺好的，唯一想吐槽的就是，装那么非系统软件，有病吧，有乐安全了还装手机管家，清理大师，装了也行还给弄到系统应用里了，不让卸载，弄系统的人真是2，联想你这是在耍大牌吗,还可以,zh,wireless
zh_0380482,product_zh_0619137,reviewer_zh_0570517,3,1. 后台无法把语言换成中文 2. 已连接设备无法设置中文的设备名，而且设置了英文的设备名，也完全没用，过一会就又变回去了，无比的混乱，设备优先级管理也是无比混乱的，这完全是一场灾难 3. 风扇有点吵 4. 每次机器启动不到24小时，就无法进入后台，要要重启才可以.,急需完善的固件,zh,electronics
zh_0985803,product_zh_0349445,reviewer_zh_0041303,3,之前看了南怀瑾先生的解读，再看这一本，落差太大了,一般,zh,digital_ebook_purchase
zh_0555668,product_zh_0381602,reviewer_zh_0410863,3,作为在校学生的作者能有此角度来展开一部作品，实在值得赞许。但毕竟阅历囿于经历，再加上文化环境的局限......本来可以更精彩。 很推崇“序”和“跋”的几篇论述。,国人需要这样的思考,zh,book
zh_0428205,product_zh_0316386,reviewer_zh_0805134,3,快递速度超快，书也不错，只是包裹较简陋。,好,zh,book
zh_0284645,product_zh_0148642,reviewer_zh_0112231,3,1、鸡汤（是什么而不是怎么做）的内容占了70%。有营养的（方法论）不多，转化一下不超过30%。总的来说，还可以了，不能奢求太多。有收获就是得自行提纯费力气。当然，对于不同读者，这个比例不同。 2、内容比较全面，管理需要的方方面面都涉及，所以导致深度欠缺。 3、有些观点不认同（这很正常），有一点内容过分偏于鸡汤了。 总之有一定收获。,有营养但不多,zh,digital_ebook_purchase
zh_0791392,product_zh_0044551,reviewer_zh_0250251,3,作为小说，过于频繁的视角跳跃太影响阅读节奏。拍成影视非常合适，现成的剧本啊。,拍成影视会好看些！,zh,digital_ebook_purchase
zh_0545850,product_zh_0610083,reviewer_zh_0988064,3,书送过来比较慢 而且有点点皱，里面的内容我觉得不是太适合我的背书方式，感觉新东方的绿本子还好有用些。,东西还不错、。,zh,book
zh_0750555,product_zh_0235102,reviewer_zh_0745947,3,里面有些内容还可以看看，但大部分内容并不感兴趣。。,适合女生看。。,zh,digital_ebook_purchase
