review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
en_0360306,product_en_0043651,reviewer_en_0782689,1,Did not fit my phone at all,Junk,en,wireless
en_0982702,product_en_0442806,reviewer_en_0308720,1,Didnt fit properly in our Samsung phones or tablets didnt really change well,Doesnt work well,en,wireless
en_0181907,product_en_0311173,reviewer_en_0278494,1,"This is horrible!! This item is so cute, but not worth it!! It took both me and my husband 2 hours to work on, only to not finish it because it is not level and pieces don't match up. I read reviews, some good some bad. Bit this is really bad!! I would not recommend getting. The door does not match up to stay on, even with the lock on. The horses hair does not match up to screw together completely, the one tire stays in the air even tho it's on the correct side. That's as far as we went since nothing was working right. Calling the company in the morning because we are very unhappy parents.","DO NOT BUY, DO NOT BUY",en,toy
en_0951758,product_en_0773788,reviewer_en_0216264,1,"Great ring, wore it occasionally, not daily. Received lots of compliments, but 3 of the stones have already fallen out and I’ve only had it 2 and 1/2 months. Pretty sad because it’s a beautiful ring.",Stones fell out,en,other
en_0223586,product_en_0481537,reviewer_en_0626609,1,Paper thin pillow. Returning immediately.,One Star,en,home
en_0133019,product_en_0973256,reviewer_en_0258443,1,Took this off about an hour after applying because my buttons would not work,Do not buy,en,wireless
en_0339151,product_en_0920422,reviewer_en_0069268,1,This is not human hair. It tangle from the first day I put it in. It sheds real real bad.,Don't like it,en,beauty
en_0864531,product_en_0040107,reviewer_en_0164956,1,Suction cups don't stay on glass.,Don't waste your money.,en,pet_products
en_0014277,product_en_0524050,reviewer_en_0475664,1,I bought 3. All 3 broke on the first job where i used them.,Didn't even last one hour...,en,other
en_0165695,product_en_0717687,reviewer_en_0629639,1,"The colors are not very ""assorted"" they are very similar in color. Not like the picture shown at all.",NOT like described,en,office_product
en_0098323,product_en_0312748,reviewer_en_0552433,1,"The box was not closed securely or taped so it could not open, so when the package arrived, nails were out of the box and most were broken into smaller pieces. Very poor planning on the Spot Nails and Amazon. Lesson Learned will not order items like this in the future online.",Box not closed securely or taped,en,other
en_0817248,product_en_0495428,reviewer_en_0459134,1,"I have this stool not even one year, the hydraulic bar is not functioning",One Star,en,furniture
en_0177628,product_en_0861882,reviewer_en_0173979,1,"Bought two based on the number of positive reviews, first one broke within 3 uses. Just taking internal meat temperature in my home kitchen. LCD screen flashes in and off with ERR message. Doesn’t work at all. Avoid.",Mine broke after 3 uses,en,kitchen
en_0540951,product_en_0734293,reviewer_en_0988921,1,"Not great, they stop working after a few weeks. I’ve purchased them 4 times now because the first 2 weeks they work well and are perfect for night time but they stop working after about 2 weeks",Get a different product,en,home_improvement
en_0940713,product_en_0652820,reviewer_en_0069109,1,"Impossible to put together, trashy construction and came bent!",Trash,en,lawn_and_garden
en_0868587,product_en_0590741,reviewer_en_0965387,1,Ok bulbs but packaging 10 of these could use some work,4 of them were broken upon arrival,en,home_improvement
en_0310159,product_en_0215238,reviewer_en_0137498,1,Like the bulbs bought two one came broke in the package not sure how to get replace ?,One Star,en,home_improvement
en_0778304,product_en_0245063,reviewer_en_0355492,1,I was super excited about this decal but It’s been 2 months since I ordered this product and still no arrival. I’ve tried contacting the seller two times now with no luck. My tracking number says it’s in transit but I’m assuming its been lost. If I ever receive my decal will change my rating when I receive my product.,Where’s my stuff ?,en,home_improvement
en_0804455,product_en_0582693,reviewer_en_0041108,1,Stole my money and haven’t given it back . I never received the package . Don’t buy from here,A scam,en,drugstore
en_0328488,product_en_0198713,reviewer_en_0354990,1,Seal was broken. Product looks different than prior purchase.,Unhappy with purchase,en,lawn_and_garden
en_0462975,product_en_0259052,reviewer_en_0135994,1,Product didn’t work as stated. Followed directions and it’s currently the 8th day and haven’t seen any peeling or difference. Will not buy again. Very disappointed. Will be buying Baby Foot.,Don’t purchase,en,drugstore
en_0565881,product_en_0511147,reviewer_en_0018920,1,The seeds were received quickly but were spilled out into shipping envelope.,Spilled in shipping,en,lawn_and_garden
en_0636834,product_en_0499961,reviewer_en_0966400,1,This design causes the fan to constantly move away from you and swirl around. Buy one that is enclosed all the way around.,Terrible design,en,drugstore
en_0106633,product_en_0675938,reviewer_en_0081288,1,Bought these and have had them up two weeks and most of them already not working,One Star,en,home_improvement
en_0087364,product_en_0889458,reviewer_en_0547391,1,"I bought this for the wireless charging capability. I was disappointed that when using wireless charging, it will charge for a few minutes and then it stops charging. You have to continuously check on it to make sure the charging has not shut off. I bought three of these. One for myself and two for gifts. Then I ordered a forth one for another gift. All four have a the same problem. I would not buy again.",Wireless charging stops after a few minutes of charging,en,wireless
en_0867652,product_en_0428812,reviewer_en_0484947,1,I never received the package!,Unreliable,en,office_product
en_0779152,product_en_0055020,reviewer_en_0651028,1,I ordered a 2 pack and only received one pack!,One Star,en,camera
en_0879650,product_en_0343074,reviewer_en_0643189,1,I loved the look of this band but unfortunately it has a cheap clasp and I lost my entire Fitbit!,Cheap Clasp-Lost Fitbit,en,sports
en_0635600,product_en_0702677,reviewer_en_0094605,1,"Works for a minute or so, then gets the error, “This accessory is not supported by this iPhone.” iPhone XR. When reading all the 5 star reviews, they seem fake or irrelevant. Hope this helps someone out there, good day.",Not a supported accessory,en,wireless
en_0863454,product_en_0892950,reviewer_en_0588200,1,Are these even Bunn filters? Not packaged as indicated in the photo. Just filters stuffed in plastic bags. I have no idea who made these.,Are these even Bunn filters?,en,industrial_supplies
en_0100838,product_en_0796865,reviewer_en_0612645,1,"Flimsy, too small, very disappointing.",Not happy,en,pet_products
en_0378808,product_en_0065699,reviewer_en_0254599,1,I did not receive order.,It did not arrive,en,grocery
en_0167781,product_en_0887766,reviewer_en_0397426,1,Very bland tasting and over-priced whole food brand.,One Star,en,grocery
en_0995880,product_en_0234624,reviewer_en_0313994,1,"I should've known better than to purchase this. It looked cheap and is extremely cheap. The top of the zippered pouch busted open the 3rd time I used it. The worst part is that when folded, that part is upside down which means I can't store anything in that pound anymore. Pretty much rendered it completely useless.",Broke the 3rd time I used it,en,apparel
en_0066766,product_en_0379546,reviewer_en_0884709,1,I ordered this product and did not receive my items,One Star,en,apparel
en_0229378,product_en_0150241,reviewer_en_0482475,1,"This said american size, it was chinese size and way too small XXL is a large",One Star,en,apparel
en_0020171,product_en_0496006,reviewer_en_0540951,1,"This item's string has already broken on each side of the sleeping mask. I have had to ""save the day"" by sewing it back together. For 6 or more dollars, it's not worth it. I should not have to sew it!!! Bummer cause it's cute and fits my 6 year old.",Cheap :(,en,luggage
en_0968777,product_en_0266136,reviewer_en_0587617,1,"I find other aromatherapy vaporizers more pleasant smelling, and they're less expensive.",One Star,en,beauty
en_0193755,product_en_0297048,reviewer_en_0419293,1,"It’s difficult to position the nail just right for it to be illuminated and trimmed. Forget trying this item to illuminate your dogs nails if your dog has black nails, you can’t see anything through black nails. Don’t waste your money.",Doesn’t work on black nails.,en,pet_products
en_0452426,product_en_0559012,reviewer_en_0211806,1,arrived in very bad condition while the packaging was impeccable,BAD,en,toy
en_0591222,product_en_0128200,reviewer_en_0545205,1,Open the box and discover a top side snap already cracked. I want to give this a chance but wonder about the durability of this product now.,Does not seem durable - snap top already cracked.,en,kitchen
en_0243936,product_en_0454639,reviewer_en_0130515,1,"PURCHASE WITH UNDERSTANDING THAT THE KEY WORK, FOR MY CAR, YEAR AND MAKE..... BROUGHT TO HAVE IT CUT AND KEYED.... CUT BUT COULD NOT BE CODED... SO USELESS..... BEST GO TO DEALER... IN LONG RUN.... I HAD LOST MONEY TRYING TO GET IT TO WORK... SO LOST MONEY... AND STILL DO NOT HAVE THE AUTO KEY I NEED......","DID NOT WORK, COULD NOT BE CODED",en,automotive
en_0712253,product_en_0286654,reviewer_en_0961820,1,Order was for UNSCENTED. Received scented!,Shipped wrong product,en,beauty
en_0186916,product_en_0356333,reviewer_en_0602984,1,"UPDATE: The seller send out another tent for me, BUT THE WRONG ONE!!! The canopy that initially bought had all the sides included, but the replacement DIDN'T. They answered me very fast! Excellent costumer service, BUT again, sent me the wrong item. I'm contacting them again and HOPEFULLY getting the right item at my door! I'll update this review accordingly. It is hard to believe that this ""GREAT"" tent didn't pass to the test of a VERY light rain. AND the first rain it ever had. Just hard to believe. First of all and don't get me wrong; this tent is large, beautiful, easy to assemble/disassemble AND very sturdy (Supposed to!) I have this tent for literally 1 month and 1 week without any problem. NONE! Until today after work! Just could not believe when I got back from work I saw half of the tent on the floor. I use the tent to cover some artwork that are in process and some are work that'r done. Luckily, I covered everything that I create for extra security. I have not contacted the company for I REALLY want to give a 5 stars for this product. I want to test their responsibility for this damage, for paying $200 dollars for this product I expected it being able to hold at least a small ""glass of water coming from the sky"", thing that it didn't. I'm not sure if the product had any problem, and if had, I wasn't aware of. I definitely don't ask for many refund, but for a new tent. When I get the feedback form the seller (hope) I update this review accordingly. For now, if I could give Zero Star I would.",Hard to believe!,en,lawn_and_garden
en_0236997,product_en_0022795,reviewer_en_0318332,1,"I bought this to sharpen my Wustof Ikon knife set, but it did not work. In fact it seem to strip the edge off my knives and make them worse than ever.",Did not work,en,kitchen
en_0106298,product_en_0515737,reviewer_en_0879626,1,I ordered xxx- large and they sent size medium.,One Star,en,other
en_0210313,product_en_0663992,reviewer_en_0419084,1,"2hrs trying to sign.....kept telling me wrong user id or password. If I said I forgot and wanted to reset, it would ask for my email address then proceed to tell me my email address was wrong. Got really frustrated and haven't tried since!!!!",What's wrong with this app,en,other
en_0527053,product_en_0957183,reviewer_en_0369189,1,Feels cheap. It fits though.,Quality was not good.,en,apparel
en_0701693,product_en_0087992,reviewer_en_0906054,1,"Just the sticker , scam",One Star,en,wireless
en_0087265,product_en_0650849,reviewer_en_0515599,2,Grandson wears size 14. Has had Many pair of nikes. First pair that didn’t fit.,Not pleased with process to return,en,sports
en_0829326,product_en_0649185,reviewer_en_0070368,2,"These solar lights are to help illuminate our pool deck and patio; however, even after charging in the sun all day, the light given off is very weak and could be a safety hazard.",Not much light even after all day in the sun,en,home_improvement
en_0097412,product_en_0299974,reviewer_en_0436671,2,crotch came apart. They were beautiful though. Wish I had another pair. Had to send these back.,They were beautiful though. Wish I had another pair,en,apparel
en_0576739,product_en_0746560,reviewer_en_0648920,2,Disappointed and bored. I was expecting a lot more action.,Yawn,en,other
en_0049996,product_en_0767015,reviewer_en_0472887,2,The glass on the screen is very prone to scratches.,Prone to scratches.,en,wireless
en_0023683,product_en_0807495,reviewer_en_0532561,2,Very unfinished. Rough surface.... poor 3D printer quality,poor 3D printer quality,en,sports
en_0281032,product_en_0188829,reviewer_en_0068882,2,I tried with and without the filters and can’t tell the difference. I am extremely particular about the water I drink so it’s not like I just couldn’t tell the difference. The filters don’t fit securely in the cartridge holder so if they make any difference at all you can’t tell maybe because the water passes around the filters rather than through them. I do not recommend.,Can’t tell the difference,en,kitchen
en_0987542,product_en_0098414,reviewer_en_0447442,2,Just not crazy about the flavor.,Not the best tasting in my opinion,en,grocery
en_0517055,product_en_0059707,reviewer_en_0323590,2,Well i love this movie but the inside of the case was broke and the disc was scratched up from being loose in the case. Really disappointed,Broken case and loose disc..,en,other
en_0075327,product_en_0780398,reviewer_en_0516357,2,"I bought this can opener for my mother who has trouble opening cans due to a hand injury. This can opener does its job but it has a hard time opening cans, it sounds like the batteries are going to die even though they are brand new, it turns super slow and I almost think it sounds like it wants to break. Overall it’s still kicking but I would have rather bought a old fashion plug in can opener.",Does it’s job with some struggling.,en,kitchen
en_0941733,product_en_0959328,reviewer_en_0515640,2,"Ordered the size I always buy and it’s too small, disappointed in the sizing of the garment, other than that it a very nice garment.",Sizing,en,apparel
en_0021765,product_en_0208566,reviewer_en_0706572,2,"This shampoo did not remove orange from my hair, in fact, it brought back orange! It stripped the dark ash blonde dye from my hair and left it back in its orange state. My hair felt very soft in the morning, that’s why I’m giving it 2 stars. But it did not tone the orange out at all, it made my hair even more orange. I will use it a few more times and if it starts working I will update my review.",Does not work!,en,beauty
en_0422019,product_en_0715312,reviewer_en_0854115,2,Absolutely Giant. Order in the next size down. Or dont order this at all...,Too Big,en,apparel
en_0886190,product_en_0493473,reviewer_en_0642215,2,"Extremely strong chemical smell, made my pet rats sick. I can't imagine this being safe for any animal. I let air outside for over a week, and the chemical smell is still there.",Not safe due to chemical smells.,en,pet_products
en_0375426,product_en_0490824,reviewer_en_0288803,2,"I ordered this bc my 9 year old son had a wart on the back of his head. My husband put it on his wart several times and it never went anywhere, smh.",Didn’t do anything,en,drugstore
en_0577473,product_en_0612848,reviewer_en_0507031,2,"Printing looks very nice paper very nice quality, but the quality is lacking. Flaps are same image on all sides, no words on some sides. No Dumbledore office on our copy. Initially seems good, then disappointing.","Initially seems good, then disappointing.",en,toy
en_0900485,product_en_0766867,reviewer_en_0891949,2,These are tiny or mini(not mentioned in description). If I had known they were this small I would not have paid $10 for just eight of them. I have to admit they do work.,Extremely small coil hair ties.,en,beauty
en_0188946,product_en_0067976,reviewer_en_0265476,2,"I think the idea has merit but lacked in performance for me. The gloves are durable but very cumbersome and unwieldy. Plus when they are covered in dish soap, they're very slippery, and I'm always afraid of dropping dishes because of the lack of grip. The silicone will not scrub off any stuck-on food either. Alas, it's back to the regular gloves and sponge for me.",Not exactly what I expected,en,drugstore
en_0713362,product_en_0429649,reviewer_en_0823776,2,"I was hoping to give this item as a gift to somebody, but the item’s box came so torn apart and dirty that I ended up getting something else for them and just keeping this for myself. Even so, I think this item is a really fun idea and would have made a great gift if it weren’t so torn apart when it arrived.",Cool item but very poor packaging,en,home
en_0256854,product_en_0975336,reviewer_en_0245851,2,"Whatever material they use for ""tummy control"" is scratchy and uncomfortable",Scratch material in the waist area,en,sports
en_0594474,product_en_0623858,reviewer_en_0291335,2,Very dissatisfied with the fit. Would not recommended buying.,Would not recommended buying.,en,apparel
en_0630955,product_en_0321328,reviewer_en_0931802,2,"They were okay for absorbing water, but they didn’t stay in place. They were constantly slipping and sliding all over the bathroom. Eventually replaced.",Don’t stay in place.,en,home
en_0506275,product_en_0858428,reviewer_en_0290824,2,"The construction seems good, but it is way too small for a size large.",runs small,en,apparel
en_0876945,product_en_0236164,reviewer_en_0997719,2,"Bought this thinking it was a great deal just to be disappointed. This was supposed to be a brand new bottle, however, the bottle was only half full at best. I could see some of the contents dried on the outside of the neck where it appeared that someone emptied a portion of the bottle into another container. Definitely was NOT a full bottle as advertised.",Full price for half the product!!!,en,industrial_supplies
en_0245097,product_en_0990827,reviewer_en_0447907,2,"It is an excellent graphics card, but it came to me used, or is what I think, when it opened it was missing the backplate protector and also lacked the serial number that is also attached to the backplate, talk to Amazon about this problem. and they told me that all the products they were selling were new, it is very rare because they did not even open it.",Product used,en,pc
en_0461803,product_en_0051664,reviewer_en_0116883,2,See through- the thin material,See through,en,apparel
en_0597009,product_en_0057043,reviewer_en_0521891,2,"It worked as intended for several months but then it sorta just died out. I was getting more disconnections and sometimes just flat out no internet for hours when the router was working fine. My TP-Link pretty much died, but it might not be the same for you, i probably just had a bad defective one. I know it's the product since i have replaced it with a different product that has yet to fail on me. Purchase with caution, might work better on a laptop than a desktop for just simple basic things like checking emails and what not. Unless you're a gamer or some one who watches streams frequently, i would recommend something else, otherwise it might be the thing for you and its affordable.",I was getting more disconnections and sometimes just flat out no internet for hours when the router was working fine. My TP-Link,en,pc
en_0683035,product_en_0418817,reviewer_en_0826840,2,Ring is beautiful but not sterling silver!after about two weeks it started to tarnish i’m Very disappointed because I really liked this and also had it personally engraved,Don’t Waste Your $!!!,en,jewelry
en_0502771,product_en_0708728,reviewer_en_0590210,2,Skipped lot of pages due to the per-marital sex. Violence. Some parts of the story were good stories.,Lot of premarital sex.,en,digital_ebook_purchase
en_0937268,product_en_0219458,reviewer_en_0299254,2,Its a $50 go pro. If you are expecting standard 2018 quality then you might be disappointed. Its more like 2014. Go get a used gopro,Its a $50 camera,en,camera
en_0460401,product_en_0046795,reviewer_en_0457848,2,The Envelope adhesive was applied to the wrong areas so when you fold the envelope the 2 self sealing adhesives don't line up. I had to tape each envelope because even liquid envelope adhesive sealer didn't work because one side of it was hitting the self sealing adhesive. The pic shows and outline where the adhesive hits and how the 2 sides don't line up. The forms were good and worked with QuickBooks fine.,"Envelope doesn't seal, but forms are fine",en,office_product
en_0608807,product_en_0228515,reviewer_en_0690827,2,use fakespot.com to analyze the quality of the reviews after I purchased the product. It is full of unreliable feedback,Fake REVIEWS,en,drugstore
en_0724758,product_en_0018166,reviewer_en_0996242,2,"L' Amour stories all rate an A+, except for one of his earlier shorts. But the collections bother me. I have read several of the collections in which I have found one or more shorts in them that I read in another collection. Seems to me somebody is just trying to stuff the book to make more money. I doubt I'Amour was that type of a person. A",Some good...some the same contained in other collections.,en,digital_ebook_purchase
en_0227686,product_en_0799889,reviewer_en_0302018,2,Completely different cover than I ordered. I didn’t return it due to school starting and needing it.,Is different than I ordered,en,office_product
en_0446730,product_en_0568529,reviewer_en_0949567,2,Bear was alittle too big. The description of product didn't have size of cutters.,Cute but little too big,en,kitchen
en_0615055,product_en_0195246,reviewer_en_0885454,2,"After prying (and I mean prying to point of bending steel) the two bowls apart, we found that the clamp doesn't really snug up against most standard cage wire very well. You'll need to add some washers or rubber to keep the bowls from tipping sideways :(",Nice bowls with poor attachment features,en,pet_products
en_0543284,product_en_0909828,reviewer_en_0342081,2,Magnetic connections fail soon after using it. Lasted 4 weeks,Two Stars,en,electronics
en_0341678,product_en_0669462,reviewer_en_0117179,2,The colors of the fiesta tortilla warmers were vibrant and awesome. I loved the idea of having three. The plastic seemed very durable. The reason for two stars: The kids seemed to go very far into the container making little room for the tortillas. I returned these because one of the container was deformed and the lid would not fit the container. Wish they would have worked.,Deformed but sturdy,en,kitchen
en_0056650,product_en_0879699,reviewer_en_0864340,2,The color is way off and the picture doesn't fit the whole screen.,The color is way off,en,electronics
en_0170892,product_en_0027639,reviewer_en_0307645,2,Cats loved it until the tip broke off it could be a bit more durable but all in all decent cat toy,End of wand is weak,en,pet_products
en_0436046,product_en_0214004,reviewer_en_0170477,2,I bought it from Amazon warehouse and it said it might have missing bolts that is fine but it came with bolts and broken end caps,Broken end caps,en,automotive
en_0714896,product_en_0411607,reviewer_en_0605332,2,"The legs of these shorts are HUGE. (No, I do NOT have skinny thighs). I am 5'3"", 155 pounds and purchased a size 10. The waist sits right below my waist, but the crotch is very tight. Pulling the front of the shorts down in the front did not work. The material is okay, not heavyweight, but good for summer, hence the 2 star rating.","These are NOT ""skinny shorts""",en,apparel
en_0063224,product_en_0289431,reviewer_en_0510173,2,well this dress is super cute and flirty- i have a large chest size so unfortunately it was too tight and the elastic around the shoulders do not give grace to it was even tighter- cute but returned,Cute but too short and the elastic on shoulders tights,en,apparel
en_0648519,product_en_0913106,reviewer_en_0791623,2,Did not look like picture. Was more like a shirt than a actual dress.,Way to short,en,home
en_0776613,product_en_0656224,reviewer_en_0094195,2,"Box came in broken, impossible to remove product from bottle, and the scent is a little off; almost like rotten limes. Would not recommend.",Poor packaging,en,beauty
en_0099671,product_en_0732786,reviewer_en_0806990,2,The money didnt shoot out very well. I returned this item. I was not a huge fan,Not reliable,en,toy
en_0032500,product_en_0949079,reviewer_en_0532930,2,"Cheaply made, doesn't pair half the time, and the sound cuts in and out a lot.",Not worth the price,en,wireless
en_0065166,product_en_0462450,reviewer_en_0064280,2,My little one said it is uncomfortable and we have a standard round toilet seat and the training seat would not fit it in!!!!,NOT GOOD,en,baby_product
en_0965257,product_en_0671705,reviewer_en_0484646,2,"Velcro came off on one shoe after two weeks of wearing. Also, not suitable for walking outside especially when the ground is wet (I should have read the description better - crib shoes for sure).",Not for walkers,en,shoes
en_0661278,product_en_0895025,reviewer_en_0952334,2,These were old Christmas candy.,Old candy,en,grocery
en_0595690,product_en_0003936,reviewer_en_0561360,2,"The sizing factor is incorrect. If you need a Small, order a Medium.","The sizing factor is incorrect. If you need a Small, order a Medium.",en,apparel
en_0318138,product_en_0130253,reviewer_en_0455636,2,Does. Not work for me like other I have purchased.,Disappointed,en,drugstore
en_0906511,product_en_0824118,reviewer_en_0204942,2,Most of them stopped working within 2 months. The last of the 4 just quit after 6 months.,Doesn't last,en,wireless
en_0786057,product_en_0919119,reviewer_en_0969717,2,I received the box in reasonable time. The box came severely damaged. It looked like it was used as a football. I didn’t wan to take a chance on receiving a damaged product so I opted to return it in the box it came in. I received the return sticker from ups the next day. The instructions as to what to do from there got sloppy. I had to jump through hoops to get the item back to amazon. Home pick up was supposed to be available but when I logged in it told me to take it to a local ups drop off. Went there only to find when I entered the info it was rejected and they directed me to a manned drop off. Very inconvenient. My last few amazon experiences have really tanked. Either it’s a no show or damaged packages....or this jumping through hoops. I hope they get their act together.,Poor handling of package,en,wireless
en_0918243,product_en_0180870,reviewer_en_0331174,2,It's ok. Cheap looking,Too expensive for size and look,en,baby_product
en_0338269,product_en_0297325,reviewer_en_0946250,2,It won’t even charge the battery up half way. Not worth the money at all.,Bye Bye Battery Life,en,other
en_0147739,product_en_0628473,reviewer_en_0847697,2,"I ordered medium for my elderly Mom. She likes things a bit large for comfort, BUT this size ""medium"" is more like an XL or larger. I don't believe I've ever seen such a discrepancy in sizes. I like the dress for my Mom, and she liked it too, but I'm not going to order another, because I'm afraid the small will still be much too large and I certainly don't want to pay for shipping again. Actually, since it's the company's fault by marking it as medium, and it's no way in shape or form a medium, they should have paid for shipping it back to them.",Medium? More like extra large!,en,apparel
en_0619938,product_en_0286831,reviewer_en_0738500,2,falls apart pretty quickly,Two Stars,en,furniture
en_0097109,product_en_0196167,reviewer_en_0805455,2,They were too tight even for little girls and one broke right away. The shorter one seems sturdier and may be usable long term. The other isn’t worth the purchase.,Poor quality and doesn’t last,en,beauty
en_0743265,product_en_0982121,reviewer_en_0661524,2,This was smaller than I expected it to be. I thought it would be blousy and flowy but it is form fitting.,Smaller than expected,en,apparel
en_0856233,product_en_0223796,reviewer_en_0418364,3,Product was larger than appearance in picture. Stuck out from end of rifle a fair bit. Quality is fine for price. There are better options available. Don’t get if you need tactility,Larger tab. Picture shows.,en,sports
en_0677222,product_en_0247704,reviewer_en_0533443,3,Came shipped in a envelope then in the bag you see. Little disappointed in the fact that I had just taken the white pair out of the bag to try them on and they were already falling apart in some areas. Good to note all 4 are sheer feel great. Strong silicone that holds up tight.,Cheap but works when you want to feel sexy without spending too much.,en,apparel
en_0216777,product_en_0758563,reviewer_en_0010854,3,"It's annoying to have to continually put the charger back into the laptop; anytime I move it the slightest bit, it unplugs. Charges fine as long as it's sitting still, but I move from room to room and shift around a bit as I work.",Plug that goes into laptop constantly falls out,en,pc
en_0451870,product_en_0361365,reviewer_en_0137569,3,"Cracked arrived, they should be careful with the packaging.","Cracked arrived, they should be careful with the packaging.",en,kitchen
en_0823890,product_en_0738485,reviewer_en_0670625,3,They are cute but the chemical smell is horrible!,Strong chemical smell,en,toy
en_0918423,product_en_0129253,reviewer_en_0756811,3,Was ok for a month then one of the cords doesnt stay in correctly. Going back to previous brand of usb cords that I have purchased on amazon,Was ok for a month then one of the cords ...,en,wireless
en_0131047,product_en_0081594,reviewer_en_0783021,3,Two of the toy balls are dangerous -- they are cheaply made and the metallic looking strips pull right off and is definitely not safe for kittens if they ingest it (kind of like string). The rest of the toys are fine.,Not the safest toys to get,en,pet_products
en_0170036,product_en_0885802,reviewer_en_0759886,3,I did not read that they were MINI!!,Three Stars,en,home
en_0746620,product_en_0335340,reviewer_en_0367725,3,"Cool designs, pretty cheaply made though. In the 2 weeks I've had them 2 have broken off or tarnished",You get what you pay for,en,apparel
en_0032132,product_en_0160086,reviewer_en_0420293,3,Just regular markers I guess,Three Stars,en,home
en_0190820,product_en_0107785,reviewer_en_0866899,3,Don’t work well when they have water or ice covering the sensor.,Light sensor very sensitive,en,home_improvement
en_0290679,product_en_0494458,reviewer_en_0130943,3,How can i contact sellers ? There are missing screws and i need them.,Missing screws,en,furniture
en_0303241,product_en_0219469,reviewer_en_0801460,3,I bought this product because I thought it would help me not get a flat tire. There are a lot of thorns in my area. Unfortunately it does not help against nails. For the most part it works but it's still not strong enough. I am still looking for the perfect tire liner.,Good but won't solve all your problems,en,other
en_0865608,product_en_0208645,reviewer_en_0286465,3,"I tried the chocolate latte flavor, based on the glowing reviews. These little drinks are super portable and do give quite the pick-me-up (read: caffeine buzz). However, they taste like mocha flavored cough medicine. Really. There is a pronounced, bitter aftertaste - I thought perhaps the first one I tried had gone bad. However, the next one I tried had the same issue. Looking closely at the ingredients, these contain baking soda . This would explain that gross aftertaste. I'm not sure if that's included as a preservative or what; regardless, it ruins the flavor. In order to get through a few very long days, I was able/willing to hold my nose and take my ""coffee shot"", but this is not something I enjoyed drinking. I gave three stars only because these do give a great jolt of energy.",Great pick-me up but AWFUL aftertaste,en,grocery
en_0926505,product_en_0969622,reviewer_en_0164970,3,The provided screws DO NOT work to secure the M.2 drive onto the adapter. This is SUPER frustrating because now I have to wait to get some.,Provided screws DO NOT FIT.,en,pc
en_0141651,product_en_0779465,reviewer_en_0172690,3,smaller than I anticipated. but very cute.,Three Stars,en,jewelry
en_0183302,product_en_0914118,reviewer_en_0165074,3,"I ordered two for a couple of my flags. With one sticking out, having pierced the packaging when it arrived, it was in tact, but the other one came with a broken weld where the square nut is supposed to be attached to the cuff. I'm looking all over Amazon and the only sand anchors I can find that don't screw into the ground all seem to be this same model, probably from the same manufacturer, being sold by only two or three sellers. The one that didn't arrived broken works wonderfully, I just hope that if I order another from a different seller, I will win the gamble of not having to return it.","May arrive broken, works great when it isn't.",en,lawn_and_garden
en_0818687,product_en_0145110,reviewer_en_0995725,3,The cup holder itself is difficult to use with a can and with a smaller cup it does not work well.,The cup holder itself is difficult to use with a ...,en,luggage
