id,document,label
8661341,물타기 한번 가볼 까나요...ㅎㅎㅎ,0
6468206,1점만 주자,0
1820912,애절한 사랑은 인정하는데 지루한 것은 왜 일까,0
8769362,"하,,, 오락영화로서는 괜찮았던 1편이었는데, 2는 걍 이도저도 아닌 쓰레기",0
3346615,영국 영화와 콜린퍼스 좋아해서 봤는데 넘 평이하다..그냥 죄책감에 시달리는....,0
8083246,걍 레즈비언 영화네...,0
8666068,영원히 국내에 소개할 필요가 없다.,0
10034561,시간 때우기에 좋다...,0
10095702,처음 평점 올리는데 시간이 아깝다,0
4994410,당시엔 너무 재밌게 본거같은데 지금보면 손발이 오글거린다ㅋㅋ,0
5747479,밑에 1점준 쓰레기들중 한국영화는 죄다 10점주는 M창들 많네 ㅋㅋ,0
9758430,이것도 재미가 없구나.,0
9985792,맹 나온뒤로 프로그램 안봅니다.,0
846931,욕나온다 1점도 주기싫다,0
3984039,무협영화의 수치,0
330827,몇번을 봤지만 한장면 빼고는 기억이 나지않는...,0
8605057,"""* 많고많은 유령영화 """"넌 내가 사람으로 보이니 ~~~ """"""",0
8283384,(っ '～')づ ⌒☆ ㅋㅋㅋ,0
7224974,재미없음 ㅡㅡ,0
9738329,이 장난스럽고 휙휙 나는 홍콩 무협영화를 즐겨 볼 때가 있었건만.,0
5042408,아 ㅅㅂ 왜0점 못주냐 .. 0.5도 아까운 OO같은영화 장르는공포판타지가아니라코믹임,0
8058669,정말 잠 온다 막장중에 막장,0
6400471,조정화작가는극을참잼없게만드는재주가있는듯전작을보면알수있음김선아때매억지로봄!,0
3999176,아스트랄하다..야하다고 세계가 인정핶다는데..그런건 어디서 인정하냐?,0
810813,액션만 눈에 선해~~~,0
7907631,로,0
5392347,뚝 떨어진 재미와 퀄리티,0
1435333,ㅎ...할말을 잃을 듯한 영화...,0
9791394,너무나 재미가 없는 3류 유치영화....말도안되는 어설픈설정.7.80년대 영화만도 못하다.... 오달수 이분은 영화선택을 잘못하신듯..,0
1964664,나의 가제트를 돌려달라.,0
7573810,bitch,0
9768335,그냥저냥한 영화네요 남주 몸이 좋았다는 것 빼고는 장점이란게 없다라고 봅니다,0
6650634,밑에 3명 퀸즈 무개념팬이다,0
4703782,린즈링이 아깝다.,0
1385313,솔직히 별로다 크리스천을 떠나서 발로 그린영화다,0
9735104,정말 제미있었어요 최고!,0
8659990,"참신한 아이디어, 그러나 부실한 시나리오... 아이디어로 시작해서 아이디어로 끝나는 영화다.",0
7847407,"탄밥에 설탕 뿌리고, 소금 뿌리고, 후추 뿌리고, 고춧가루 뿌리고, 미원 뿌리면 뭐하나? 탄밥에!!!!!",0
7998550,이성재가 다시 보이네 와이프랑 애들보기 부끄럽지 않을까 우째 저런영화를 찍었을까 유부남이,0
7285824,"다운로드2천원인데,그돈마저 아깝다..극장에서 봤을 수천명의 관객의 심정을생각하며 참아야지...",0
7617671,수행평가때문에 겨우겨우봣다,0
6944127,홍승희역의 황선희씨~~연기가 발연기!!!특히 표정연기가 참~~안돼는군요!!! 홍승희만 나오면 어색어색~~극몰입이 떨어지네요,0
6402537,글쎄? 치기어린 연출엔 공감없음....곽지민 때문에 별 한개쯤 추가,0
4851815,싫어하는 친구에게 추천해 줄만한 영화.. 추천해 준 후 연락하지 말기를..,0
3673500,이거..별로다,0
9848552,무슨 마약하셨길래 이런생각을 했어요?,0
3048173,깡마른 영양실조환자가 푸시업 몇번하고 가오를 잡는 꼴.,0
9530085,"네이버 평점 안 믿어서 참고 안하고 봤는데..진짜 내 시간 돌려주세요.진짜 편집은 무슨,,일본야동이 이것보단 편집이나 스토리가 낫겠내요.앞으로 꼭 네이버 평점 참고 하겠습니다. 그리니 지우지 마세요. 이연걸의 정무문을 무협영화 4.5로 평점기준",0
6296550,진짜 너무한다 ...,0
9274974,좋은 영화긴하나 밋밋하면서 느릿느릿한 영화. 총 맞는 씬은 하나같이 어설프다..조금 억지도 있는게 아쉽다.,0
4163614,비추,0
8243725,쓰레기 당장 접으세요 제발요,0
9253894,박시연의 연기에 야유를 몸매에 찬사를 보낸다,0
7385251,오유인들아 평점조작 쫌 그만 해달랑꼐?,0
9755453,주제만 확실할 뿐. 재미적인 부분을 심각하게 놓쳤다. 제일 문제는 그렇다고 악평을 하기는 좀 미안한 마음이 들게하는 제일 짜증나는 종류의 영화,0
6245520,"예술성높은 프랑스영화많은데,,유럽영화라 완전바닥은아니엇지만좀,,,,,",0
7688662,2주만 병원에서 기다렸으면 됐을것을...,0
5036330,결말없고 스토리 내용 전개 빈약,0
2108298,너무 많은 너무 다른 장르가 난잡하게 섞여있다.,0
9438322,대표적으로 과대평가된 미드 중 하나. 티비에서 방영될 당시에도 재미없게 봤음.,0
9447197,솔직히 이거 평점 너무 막주는거아님?,0
1739915,낯선 세계에서의 구도기(求道記),1
8553715,감독판이 최고시다 ㄷㄷㄷ,1
5030353,갠적으론 8점정도.. 평점이 넘낮아 10점.,1
7531957,교황에 대해 더욱더 자세하게 알수있게 한다,1
269858,GOOD !,1
9855369,정말 연기력에 눈을뗄수가 없었다 만약 파리로 갔다면 이보다 아주조금이라도 나아질수있었으며 파국만은 피할수 있었을까?,1
9874452,번외편 아니죠?ㅋㅋㅋ,1
4265699,ㅋㅋ무조건 10점 만점에 10점!비오는날 심심해서 기대하나도안하고 봤는데 대박!!,1
5746410,wow...각본과연출도화려하진않지만...내겐너무사랑스러운영화다...,1
8734808,스포츠 영화에서 캐스팅이 얼마나 중요한지를 보여준 영화. 퍼펙터 게임의 발 캐스팅과 비교해 볼만한 작품이지...,1
1964094,답을 알려고 하지마라.,1
9686025,과거 이야기가 좀 부족해서 아쉬운거만 빼곤 아주 좋았음. 누구 말처럼 맥어보이가 혼자 영화를 끌고 가고 있는게 느껴지니 대단하다. 마치 철학적인 의미가 담긴 블랙 코미디 라고나 할까?,1
9543746,박철민씨와 서인국씨의 콤비 호흡이 좋았네요통속적일수있지만 하이틴영화로 보기엔 나쁘지않았음수영소재가 신선,1
1098677,주윤발의 총쏘는 포즈는 정말 일품!!!,1
9726450,원스 비긴어게인 어거스트러쉬 이 세 영화를 봤다.마지막에 본게 어거스트러쉬 인지는 몰라도 최고다 정말..,1
9917661,성룡에 홍금보에 대박..,1
8640304,어렸을때 본기억이 있어서 지금보면 어떨까 해서 한번 봤는데.. 너무 재밌더라 억지같은 설정이나 소품도 없고 그리고 아프리카 원주민들 나오는 씬은 정말 주의깊게 봤음.,1
6893073,여운이 길다. 공포영화라기 보다는 한편의 드라마.,1
3274238,"나홀로 1개대대를 때려잡는,, 마지막엔딩이 슬프다",1
8556147,10번넘게 본듯 심심할때마다 봄,1
2958419,재미있었어요 ^ ^~,1
8426767,솔직히 말해서 쩔었다.. 처음부터 끝까지 어디로 튈지 모르는 이야기 그리고 열린 마무리...ㅋㅋ,1
9336288,오늘의 난 내일의 너를 원한다.. 오늘 보고있어도 내일 당장 보고싶다.. 항상 그립다.,1
10126010,나의 인생의 대해 다시한번 생갓할 수 있게 해주는 영화,1
6328119,오잉ㅋㅋㅋ이거 영화도 있음??ㅋㅋㅋ,1
1404443,먹먹한 상처와 조용히 다가오는 치유,1
7758301,야한 영화라고 생각하고 봤는데 정말 많은 것을 깨닫게 해줬습니다. 인생을 새롭게 생각하게 해주는 영화. 최고네요.,1
8210188,사람마다 느끼는게 다르겠지만 전 정말 재밌게 봤습니다.,1
7748303,정말 재미있어요^^,1
9662309,이런영화는 처음이에요..잘못받아서 보게됬는데 재밌네요..!,1
7481879,볼만해요 ㅋ_ㅋ,1
1907873,괜찬앗다 시간 킬링 용 으로 따라올것이 없다,1
5188151,"가족들끼리 보면 재미있네요..... 중간 중간에 개그도 있고, 마지막의 승리 까지...",1
4131885,"깊이있는 내용, 깊이있는 연기",1
3412424,1점과 10점 둘다 이해가 가는 영화. 정말 지루하지만 9점을 주게되는 독특한 영화,1
7452843,시걸 성님의 걸작,1
7060387,최고다!!!,1
7214648,코타케 넘귀여워 앙 ㅠㅠㅠ 마지막 멈춤표시도 놀랐고 좋다,1
1531835,흥미로 점수 주는거 아니다 인정할건 인정하는 자세도 필요,1
6226344,신화진짜 대박입니다.bbbbbb 유앤아이는 게스트사전조사좀 철저히 하시길,1
3316163,시즌1만 보려고했는데.. 멈출수없어 마더 ! 파더!,1
9974639,잼나요 금방끝나서 섭섭하네요,1
9907479,"ㄱ, ㅈ같ㅇ ㅍㄹㄱ 섹귀들~!!!",1
4603823,그당시 안봤으면 말을 말어. 이 영화의 모든 부분이 날 흥분시켰던 웰메이드,1
6679815,타임머신 드라마.. 한편한편 볼때마다 느끼는거지만 몰입감 좋아서 시간 쭉쭉 잘감..;;,1
8846509,난 프랑스 영화가 이래서 좋다..,1
8775849,아직 전부를 잃은 건 아니다! 따뜻하고 많은 걸 되돌아 보게 하는 영화였어요,1
9914983,아담샌들러 최고의 영화.,1
2964525,"잔잔하니 여운 남네요. 10,20년 후의 두 소리꾼을 기대합니다. 멋지게 성장하길.",1
9395300,어릴 때 보았던 메리포핀스를 작가의 관점에서 새롭게 보게 된 영화,1
5850419,잘 만들었네요,1
7224635,뭔가 재밋다..ㅇㅅㅇ,1
6982798,ㅋㅋㅋㅋㅋ아는사람만 아는영화 오멘이나 데드쉽이나 진짜 무섭게본듯,1
8363132,진짜 괜찮은데.. 휴 가슴이 답답해질정도로 많은 생각하게 되네요,1
10122209,미국이 진짜 선진국인 이유가 있구나 진짜 멋지드라...최고다,1
6594350,볼만했다 배우들도 너무 좋고 재미없는영화가 아니라서다행이다 ㅎㅎ,1
7461270,"지금와서 돌이켜보면 김씨일가는 돼지로 표현, 북한군이나 간첩은 늑대,여우로 표현돼있는데, 나이먹고 그런 묘사들이 왜이리 공감이 가는지... 온고지신이란 사자성어가 떠오른다.",1
5457620,미국 50년대 모르는 사람이 보면 재미 없을 거 같네요 그래서 -1점. 그것 빼곤 쵝오,1
9969751,이야기 자체가 탄탄한데다가 연출과 연기가 조화를 이루는군,1
6778313,감동 맞지만 영화로썬 꽝!!!,1
5330466,굿,1
2126150,연기란게 바로 이런 것! 노튼의 연기 물올랐다~,1
10099824,누군가를 이렇게 오랫동안 사랑할 수 있을까,1
4366141,진짜 보는 내내 웃겨 죽을뻔함 ㅋㅋ,1
9222030,새벽시간에 심야영화상영으로 숨죽이며 보던중에 필음 과열로 화면이 녹아내리는듯 하더니 갑자기 필름이 탁 끊기면서 빛도 소리도 사라져 그야말로 공포영화보다가 너무너무 무서웠었던 기억이... 특유의 음산함이 정말 무서웠던 코미디영화.,1
10136785,아라 진짜 아라같다. 연기를매력있게하네~ 영화가 음.... 재밌는데 리얼함,1
7553612,디카프리오자폐연기쩐다...어린나이인데,1
1389330,이거 괜히 영화때문에 알지도 못하는 사람들이 평점 낮게 주네,1
2333880,애절하고 색깔있는 고등학교 시절을 못보낸것이 아쉽다.,1
9630089,역시 연기력 좋고 담담하면서 심금을 자극하는 시나리오 흑,1
3479817,마지막 공리와의 이별 엔딩은 이 영화의 꼽힐수 있는 명장면과 명대사..,1
9874591,우연히 영화채널돌리다 보게됐는데 늦게 본게 아쉽네요 ㅎ 꿀잼꿀감동 나중에 또봐야지,1
10133486,짐캐리 배우는 정말 멋지다!,1
9643272,첨부터 끝까지 재밌음!!,1
9809106,희대의 명작입니다 빨리 뒷이야기나 전이야기도 영화로 만들어졌으면좋겠습니다,1
6588597,꾀 재밋고 로맨스와 재미가 돋보이나 조큼 아쉽긴 하네요 그래도 보면서 다음회가 무지 기다려지고 기대되는 드라마!,1
8815532,이게 왜 유치하다고 할까 ? 어린이용 영화이고 또 내용도 상당히 잘된 작품이다. 씨리즈 뒤로 갈수록 산으로 갔지만 1-3 편은 명작이다.,1
9329368,아름다운 영화다. 마지막엔 감동이...,1
9959573,화끈한 액션이 좋았고 여주가 미인이다.,1
10216973,거의10년전영화인데도 지금의 이성관이랑 다를게없네요.익숙함에 속아 소중함을잃지말자.. ㅜㅜ,1
6074742,윤계상 키스신만 봄,1
5630953,볼만한 작품이다. 마지막에 두명의 끈끈한 우정을 봐서 감동이었다.,1
8027961,리메이크 됐으면 좋겠습니다 ㅠㅠ,1
4910465,원작 만화의 원래 제목이 나오코임. 한국에선 스타트로 출간.,1
1487528,good,1
7339781,"정말 최고의 감동적인 드라마였습니다. 뭉클해저서, 몇번이나 울었는지 모르겠네요.",1
4445312,절망이 아닌 희망으로 사는 장애인도 똑같이 대우받아야 합니다,1
7528437,결말이좋다 진짜 슬프다..안젤라 나쁜년,1
9778788,ㄱㄱㄱ개좋으뮤ㅠㅠ Yui,1
6701795,훈훈한 가족영화 나름 재밌음ㅋㅋㅋ,1
8359485,생생저금통으로 제목을 바꿔라. ㅡㅡㅗ,1
6616926,아련하고 왠지 모르게 따뜻한 영화 입니다. 좋아요!!,1
8117338,괜찮은 영화인데 평점이 너무 낮네 평점올리기 10점주고감 스릴러로선 나무랄데 없었던 영화,1
8825820,타드라마보다 재미있는데 시청률에서 밀리는이유를 모르겠네..,1
10148006,God's Not Dead,1
2745979,왜일케 평점이 짜지...난진짜 재밌게 봤는데 ㅎㅎ 코미디영화로 홍보되어서 그런가,1
9967162,1996년 그때 당시에는 우리 나라에 이런 판타지 로맨스가 없었다... 아직도 신현준의 황장군 연기는 음... 괜찮네... ㅎㅎ....한석규의 전성시대가 열린 영화.... 이때 한석규한테 뿅 갔었다~~♥,1
7865222,10,1
5492435,마음에 듭니다.,1
6121168,아이유 짱~~~~~~~~~~~,1
4883801,인상적인 관계와 쇼킹한 진실들. 오래 기억될것 같은 영화,1
9488556,감독의 뇌가 있는지 의심 스럽다. 분명히 에피소드 하나는 자신이 격었던 일을 스크린에 옴겨 놓은거 같다.유치하고 한숨이 나오지만 우리 삶이 다 다른것 처럼 영화를 보는 눈도 다 다르겠다. 따듯하게 감싸주지 못한 영화,1
5133645,JSA 랑 비슷하지만 가슴에 더 와닿네요 강력추천!!!!,1
8786334,스무번은 본 드라마에요ㅠㅠ 이런드라마가 다시 나올 수 있을지... 진짜 최고최고,1
8362037,사랑으로 시작해 임신 출산 육아를 현실적으로 그린 영화.아직 경험하진 못했지만 고개가 끄덕거리며 봤다는...엔딩이 아쉽지만 내용면에서는 괜춘!!,1
10210192,"과거에 장애인들이 얼마나 세상을 살아가기 힘들었을까 싶다, 직접적이 아닌 문학의 장르를 영화로 차용한게 이정도니 현실은 말해봐야 입아플정도로 비참했을거 같다. 안타까운 현시을 그대로 보여운 가슴아픈영화, 인간의 욕망이란 참....",1
7718085,사극을 정말 좋아하면서도 유치찬란한 사랑놀음 사극에 대한 혐오증이 있어 까다로운데... 이건 정말 추천합니다.,1
6771783,뭔가 부족한것같지만 매우 재미있네요~,1
10190504,내가본영화가 뜻밖의여정이라니라 다섯군대전투네 ㅋㅋ 뜻밖의여정도봐야겟음.. 진짜최고 반지의제왕시리즈는안봣지만..,1
2641334,로베르토 로드기게즈?? 이사람 누구야...또 다시 빠져들것 같다,1
7644157,올,1
10072801,오늘도 봤지만 볼때마다 눈물이 나면서 기분이 잔잔하게 좋아진다.,1
67838,"너무 재밌어요 ,^ㅡ^",1
4644445,원영의..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
8678208,은은하게 다가오는 따뜻한 드라마♥,1
5691414,문근영 서우 천정명 옥택연 모두 다 너무 좋았다 ㅠㅠ,1
9473399,BLACK ... 불가능이란건없네요,1
9902198,세상에 이렇게 재밌을수가. 이걸 왜 이제 봤는지 후회했다. 깨알같은 모든 대사와 진행상황이 재미없을 수가 없음ㅠ,1
8005270,재미있었는데,1
10072118,1234567890,1
8407567,평점8.5는 된다요. 평점이 생각보다 낮아 평점 올리고픈 마음에 10 찍고갑니다. 재밋습니다.,1
8664579,창정이행님 여기 삐끼1로 나옴 ㅋ 중훈햄 완전 정점때 최고의 영화!,1
9241030,"초등학교 1학년 때 처음 봤지만, 십여년이 지나도 잊혀지지 않아요.",1
9804655,코미디를 즐기러 갔다 잔인함을 느낀 영화,1
3363816,플스여 영원하라!,1
7437868,전쟁선포니 뭐니. 남북 위기고조가 되는 지금 이 시점에 디어평양을 보았습니다. 돌이킬수 없이 흘러가버린 한민족 열전이 얼마나 많은 상처를 우리에게 안겼는지. 사랑하는 이의 얼굴이 떠오릅니다.더이상의 이별은 없기를...,1
10172502,엄마 아들도 행복한 방법. 자유,1
5534992,재밋던데,1
8189016,야웅~ 잼있겠다옹~~,1
3163663,진짜 재밌었음 ㅋㅋㅋ,1
5551876,무협지에서 자주 등장하던 복수의 악순환. 분위기부터 구성까지 아주 좋았음.,1
9240357,와우 ~ 월드 보다 더 자극적이네 ~,1
8048775,연기 다 잘하고 문채원은 이쁘고 ㅋ,1
6456942,정말..장면 하나하나가 이쁘네요. 주인공 두분 너무 잘어울림!,1
491041,로버트칼라일과 키스신....명장면..........최고~!,1
9550865,친구들이랑 단체로 봤었는데 다같이 펑펑 어흑어흐흘거허엏헑 울어서 서로서로 당혹스러웠던 그만큼 마음울린 영화였음,1
6124167,오랜만에 다시봤다 언재 봐도 명작ㅎㅎ,1
5857836,이것이 예술.^^,1
8001533,"전쟁으로 인해 사람이 정신적으로 얼마나 피폐해지는지. 전쟁영웅 대접은 커녕 쓸쓸한 마을 분위기, 영 좋지 않은 말로로 죽은 친구들. 엔딩까지 씁쓸한 영화였지만 이 말고도 많은 교훈이 숨어있는 걸작.",1
9539115,내가 늙은것 같엌;진짜 엄청 울음.,1
10135095,와ㅡ다시보니 너무 재미있고 감동있고 그리고 생각해보니 한국영화에서 보지못한 신선한소재아이들과 같이봤는데 많은걸생각하고 너무 잼있게본영화.잘봤습니다.정재영님 연기 대박잘해ㅜㅡㅜ,1
8851894,"젊은 날, 구속 없는 자유를 누리며 풋풋한 사랑을 꿈꾸던 시절이 다시 기억나는 영화",1
5430509,평점알바 이딴거 치우고 이거보고 재미없다는 놈들은 진짜 자살해라 잼있다진짜,1
8047685,그저 단순히 웃기기만 한게 아니라 영화가 끝나고도 보길 잘했다는 기분이네요 ~,1
5849027,최고의 명작이라고 생각합니다.아직 못보신 분들은 꼭 감상하세요.,1
2692872,지금의 기준으로 논하지 마라!! 당대 최고의 무협영화,1
9074719,단순 지존파에 대한 얘기뿐만 아닌 대한민국 전체를 볼 수 있는 좋은 다큐,1
5976178,최고다,1
478400,이보영 너무 이쁘다,1
4810895,와 재밌겠다!,1
